425296 1.06487e+07 0.921361 417451 0.831524 9989 0.723264 1.06393e+07 0.921131 427033 0.837669 9727 0.732179 
425377 1.59392e+06 0.844908 71799 0.615946 1882 0.434141 1.59065e+06 0.845807 74986 0.614211 1966 0.419279 
425378 9.85668e+06 0.862332 427318 0.661614 11075 0.501154 9.84248e+06 0.862929 441108 0.659843 11486 0.481836 
425395 1.6468e+06 0.849292 72009 0.622447 1921 0.455429 1.64522e+06 0.849805 73608 0.620573 1908 0.440748 
425397 9.93133e+06 0.866152 420795 0.668468 10721 0.508297 9.91549e+06 0.866666 436401 0.668135 10949 0.486644 
425403 7.18042e+06 0.883782 292763 0.719051 7205 0.569971 7.1717e+06 0.884138 301478 0.718042 7204 0.551397 
425409 9.58797e+06 0.894462 378529 0.750664 8881 0.621223 9.57474e+06 0.894889 391698 0.748455 8945 0.59164 
425412 6.579e+06 0.899963 254848 0.767557 5870 0.639294 6.56926e+06 0.900289 264420 0.766539 6030 0.621073 
425413 1.04334e+07 0.905896 394623 0.784841 9080 0.668975 1.04167e+07 0.906231 411208 0.783441 9223 0.648639 
425420 840864 0.84838 36147 0.626638 940 0.462371 839776 0.849176 37255 0.623139 920 0.429706 
425422 7.51556e+06 0.868691 307365 0.672239 7724 0.519121 7.50503e+06 0.869246 318029 0.670937 7593 0.482493 
